text,prediction
штрафы назначили за несоблюдение санитарных норм специалисты департамента санэпидемконтроля проведут плановую проверку и в этом учебном году сообщает zakon kz специалисты в прошлом учебном году проверили все образовательные учреждения мегаполиса в 91 школе выявили нарушения которые чаще всего были схожи сообщает хабар 24 в учебных заведениях не соблюдали влажную уборку с дезинфицирующими средствами была нарушена маркировка инвентаря в неисправном состоянии находились раковины а еще целостность школьной мебели вызвала нарекания на этот учебный год школы также получили предупреждение о плановой проверке по выявленным нарушениям в школах нами были оштрафованы 139 должностных лиц сумма штрафа была более 22 миллионов тенге из них 85 штрафов были наложены на физические лица 54 штрафа на должностные лица замруководителя дсэк шымкента алдаркул ахметов штраф был своевременно оплачен почти в 100 случаев ,0
водитель грузового автотранспорта двигаясь по проспекту тауке хана совершил столкновение с велосипедом под управлением 50 летней жительницы города шымкента об этом передает миа казинформ со ссылкой на polisia kz в результате дтп женщина скончалась на месте факт полицейские зарегистрировали в ердр по части 3 статьи 345 ук рк hарушение лицом управляющим транспортным средством правил дорожного движения или эксплуатации тс повлекшее по неосторожности смерть человека по делу назначены соответствующие экспертизы проводится досудебное расследование по окончании которого будет принято процессуальное решение ,0
ағымдағы жылдың 25 қазанында абай ауданы пб топар пб қоғамдық тәртіпті және қоғамдық қауіпсіздікті қамтамасыз ету сонымен қатар заңсыз әрекеттердің алдын алу мақсатында қызметтің күшейтілген нұсқасын өткізді сондай ақ жол қауіпсіздігін қамтамасыз ету мақсатында полиция қызметкерлері жол қозғалысы ережелерін өрескел бұзу фактілерінің жолын кесу жұмыстарын күшейтеді сонымен қатар полиция қызметкерлері ауылдың аумағын патрульдеумен айналысады 25 октября текущего года топарским оп уп абайского района осуществляется усиленный вариант несения службы для обеспечения общественного порядка и общественной безопасности также недопущению противоправных действий также в целях обеспечения дорожной безопасности сотрудниками полиции будет активизирована работа по пресечению грубых нарушений пдд кроме того сотрудники полиции будут патрулировать по территории посёлка ,0
шымкент полицейлер героин есірткісін іш киімінде сақтаған адамды құрықтады есірткі тасымалдаушылар оны сақтау және тасымалдаудың түрлі әдістерін ойлап тауып айласын асырып келеді кезекті жайт шымкент қаласында орын алды шымкент қаласы полиция департаментінің қызметкерлерімен қарасора 2022 жедел профилактикалық іс шарасы барысында аса ірі көлемде есірткі заттарын сақтап оны тасымалдаған күдікті құрықталды ол 49 жастағы жергілікті тұрғын болып шықты тексеру барысында аталған азаматтың іш киіміне жасырылған полиэтиленді пакеттен есірткі заты тәркіленіп алынды сараптама нәтижесімен тәркіленген зат героин есірткісі екендігі анықталып жалпы салмағы 20 грамды құрады бүгінде аталған азаматқа қатысты қазақстан республикасы қылмыстық кодексінің 296 бабы 4 бөлігімен аса ірі мөлшердегі есiрткi психотроптық заттарды сол тектестерді өткізу мақсатынсыз заңсыз дайындау қайта өңдеу иемдену сақтау тасымалдау қылмыстық іс қозғалып сотқа дейінгі тергеп тексеру басталды күдікті уақытша ұстау изоляторына қамауға алынды атап өту қажет ұсталған тұлға бұрын да осыған ұқсас қылмысты жасағаны үшін қылмыстық жауапкершілікке тартылып сотты болған 20 гр героина нашли у мужчины в шымкенте сотрудниками департамента полиции города шымкент в ходе оперативно профилактического мероприятия карасора 2022 задержан подозреваемый в хранении и перевозке наркотических средств в особо крупном размере им оказался 49 летний местный житель в ходе проверки у него изъято наркотическое вещество в полиэтиленовом пакете по результатам экспертизы установлено что изъятое вещество является наркотическим средством героин общим весом 20 гр зарегистрировано уголовное дело по части 4 статьи 296 уголовного кодекса республики казахстан незаконное изготовление переработка приобретение хранение перевозка без цели сбыта наркотических средств психотропных веществ их аналогов в особо крупном размере начато досудебное расследование подозреваемый водворен в изолятор временного содержания следует отметить что задержанный ранее привлекался к уголовной ответственности за совершение аналогичного преступления ,0
шымкенттік полицейлер жасөспірімдер арасында құқықбұзушылықтың алдын алуда білім беру ұйымдары кәмелетке толмағандар арасындағы және оларға қатысты жасалатын құқықбұзушылықтардың алдын алу мақсатында шымкент қаласындағы жалпы орта мектептерінде жасөспірімдер арасындағы қылмыс пен құқықбұзушылықтың алдын алу тақырыбында оқушылармен кездесу өтті іс шара барысында абай апб жпқб юпб ктіж учаскелік полиция инспекторы полиция аға лейтенанты бағдат тұрдалы кәмелетке толмаған жасөспірімдерге түнгі сағат 22 00 ден кейін компьютерлік клубтарда отыруға және түнгі 23 00 ден кейін көшеде ата анасының немесе заңды өкілінің еруінсіз жүруге тыйым салынғанын айтып жалпы түсінік беріп өтті жасөспірімдер арасында кеңінен тараған заң бұзушылықтың қылмыстың ахуалы мысалдар ретінде келтірілді және қылмыс істегені үшін жауапкершіліктердің түрлері түсіндірілді мамандар қазіргі кездегі қоғамдағы құқықбұзушылықтың себеп салдары оның алдын алу жөніндегі жүргізіліп жатқан шаралар жайлы сөз қозғады кездесуге қатысқан оқушылар мен ұстаздар қонақтарға өз көкейлеріндегі сауалдарын қойып оған толыққанды нақты жауаптар алды шымкент қаласы полиция департаментінің баспасөз қызметі встречи по профилактике правонарушений среди подростков провели полицейские шымкента в целях профилактики правонарушений среди несовершеннолетних и совершаемых в отношении них в общеобразовательных школах города провели встречи с учащимися на тему профилактика подростковой преступности и правонарушений среди несовершеннолетних в ходе мероприятия участковый инспектор ювенальной полиции абайского руп старший лейтенант полиции багдат турдалы разъяснил о том что несовершеннолетним подросткам запрещено после 22 00 часов ночи находиться в развлекательных заведениях и после 23 00 часов ночи на улице без сопровождения родителей или законного представителя в качестве примеров приведена ситуация с распространенными среди подростков нарушениями и разъяснены виды ответственности за совершение правонарушений специалисты рассказали о причинах и последствиях правонарушений в современном обществе о проводимых мерах по их предупреждению ,0
три года и шесть месяцев вместо семи лет лишения свободы скандально известному начальнику местной полицейской службы шымкента смягчили приговор сообщает корреспондент otyrar аппеляционный суд считает что мухтар бухарбаев виновен в мошенничестве а не превышении должностных полномочий с решением суда потерпевший азамат аимбетов категорически не согласен и намерен добиться справедливости азамат аимбетов командир роты дп г шымкента я не согласен с новым приговором суда как они говорят то что я просил какую то должность я никакую должность не просил это во первых я стал командиром роты законным образом я у бухарбаева о назначении не просил я еще хочу ответить людям которые пишут откуда такие деньги у азамата аимбетова я хочу так сказать это деньги моего отца у меня отец занимается бизнесом он всегда меня поддерживает вот я у отца и брата брал сейчас сторона защиты азамата аимбетова намерены подать кассационную жалобу в верховный суд по словам адвоката талгата есимова прокуратура шымкента также не согласна с решением апелляционной коллегии и готовят ходатайство генпрокурору страны по внесению протеста также стало известно что родственники бухарбаева не раз приходили к отцу аимбетова и просили повлиять на сына чтобы тот забрал заявление рассказывает адвокат талгат есимов адвокат азамата аимбетова это дело расследовало и антикор и следственное управление кнб объективно был допрошен ряд свидетелей в том числе водитель бухарбаева который выступил против него даже был такой случай когда аимбетов передавал денежные средства по каспи водителю на памятник отца бухарбаева который скончался он даже скидывался на памятник о каком мошенничестве идет речь какое мошенничество усмотрела апелляционная инстанция шымкента я в шоке в судебной коллегии шымкента смягчение приговора бухарбаеву подтвердили по словам судьи действия бухарбаева не вытекали из его служебного положения по этой причине приговор экс начальнику мпс был переквалифицирован ,0
грузовик насмерть сбил 50 летнюю велосипедистку в шымкенте это произошло 12 сентября факт зарегистрировали в ердр по делу назначены соответствующие экспертизы сейчас проводится досудебное расследование по окончании которого будет принято процессуальное решение orda_kz,0
подозреваемых в совершении преступления водворили в изолятор временного содержания об этом сообщили в пресс службе департамента полиции мангистауской области участников двух видео с самосудом над предполагаемыми распространителями наркотических средств сегодня 15 сентября задержала полиция сотрудники правоохранительных органов установили что оба инцидента произошли в актау в разное время точная дата происшествий пока неизвестна установлены личности потерпевших троих подозреваемых в возрасте от 16 лет до 21 года задержали и водворили в изолятор временного содержания по задержанию еще одного подозреваемого ведутся оперативно розыскные мероприятия уточнили в пресс службе ведомства в полиции региона добавили что в настоящее время проводятся следственные действия и устанавливаются полные обстоятельства произошедшего напомним ранее сообщалось что учинивших расправу над закладчиками наркотиков разыскивают в актау lada kz dudoser_video dudoser_video _____________ shymkentnews_1724 shymkent taraz astana shymkentcity17 dudoser_video kazakstan gorod_shymside shymkent dudoser kazakh_dubsmash kazakh_video instavideo_kaz kzvine kyzykta dudoser_video kazakstan dudoser kazakh_dubsmash shymkent тараз2021 таразжарылыс бишы шымкентновости шымсайд шымкентсити шымкент жаналыктар тараз осень оскемен музарт тараз холостяк тараз тараз шымкент,0
в алматы занимались поиском беременных желавших отказаться от новорожденных детей сообщил на брифинге мвд начальник департамента по борьбе с организованной преступностью канат нурмагамбетов сообщает orda_kz полицейский напомнил что в августе 2022 года сотрудники полиции выявили факты торговли новорожденными детьми с целью незаконного усыновления по его словам сумма сделок варьировалась от 1 до 2 млн тенге а подделка документов и выдача справок стоила до 700 тысяч сегодня установлена причастность лиц к шести фактам торговли новорожденными детьми глава департамента напомнил что продавцы и покупатели проживали в разных городах казахстана астана алматинская область актобе шымкент по данному факту начато досудебное расследование по статье торговля несовершеннолетними задержано пятеро подозреваемых все арестованы t me orda_kz t me orda_kz,0
шымкентте қауіпсіздік басты назарда биылғы жылы қала тұрғындарының қауіпсіздігі үшін жалпы 1000 бейнебақылау камерасы орнатылды оның 800 і қоғамдық қауіпсіздікті сақтауға арналған болса 200 і сергек жол қауіпсіздігін қамтамасыз ету мақсатында бүгінде қала аумағындағы бейнебақылау камера саны 2020 жылығымен салыстырғанда 3 есеге артып қосымша автоматтындырылған 32 жұмыс орны ашылды нәтижесінде қылмыстық оқиғалардың орын алу көрсеткіші 15 3 ға азайған естеріңізге сала кетейік қала әкімінің жіті бақылауындағы қоғамдық қауіпсіздікті қамтамасыз ету мақсатында шымкентте 2020 жылы 3 153 ал былтыр 3 177 бейнебақылау камерасы орнатылған шымкент қаласы әкімдігінің баспасөз қызметі murat__aitenov gabit_maulenkulov,0
очередную широкомасштабную операцию stop трафик провело мвд в сентябре где полицейскими выявлено более 20 преступлений связанных с торговлей людьми передает tengrinews kz со ссылкой на polisia kz из них один факт похищения человека с целью эксплуатации три торговли людьми четыре факта вовлечения в занятие проституцией в том числе несовершеннолетнего два пять торговли несовершеннолетними выявлено также 28 фактов организации или содержания притонов для занятия проституцией и сводничества кроме того зарегистрировано 20 административных правонарушений за предоставление помещений заведомо для занятия проституцией и сводничества и 294 за приставание связанное с интимными услугами и попрошайничеством сотрудниками полиции дп города шымкента пресечена противоправная деятельность организованной группы в составе 11 человек которая на протяжении длительного времени занималась торговлей людьми в том числе несовершеннолетними с целью сексуальной эксплуатации на территории шымкента тараза и туркестана по данному факту проводится досудебное расследование за создание и руководство организованной группой а равно участие в ней торговлю людьми вовлечение несовершеннолетнего в занятие проституцией притоносодержание сводничество и распространение наркотиков подозреваемые задержаны и находятся под стражей ,0
ақтөбе облысында жол апатынан ресейлік азамат қаза тапты ағымдағы жылдың 26 қыркүйегінде сағат 01 50 шамасында тойота камри маркалы автокөлігінің 38 жастағы жүргізушісі ресей федерациясының азаматы аралтоғай ауылы маңындағы самара шымкент автожолының 999 км жолдың жиегіне шығып кетіп аударылып қалған жко салдарынан рф азаматы 34 жастағы жолаушы жко орнында көз жұмып 1983 жылы туған екінші жолаушы әйтеке би ауданының оаа хирургиялық бөлімшесіне жатқызылды жко фактісі бойынша қр қк 345 бабы 3 бөлігі бойынша сотқа дейінгі тергеу басталды полиция департаменті жүргізушілерге жол көлік оқиғаларына жол бермеу мақсатында жол қозғалысы ережелерінің талаптарын сақтауға және жүргізушілерге шаршаған немесе ауырған жағдайда көлікке отырмауға кеңес береді в актюбинской области в результате дтп погиб россиянин 26 сентября т г примерно в 01 50 часов 38 летний водитель автомашины марки тойота камри гражданин российской федерации двигаясь на 999 км автодороги самара шымкент в районе п аралтогай допустил опрокидывание автомашины в кювет в результате дтп 34 летний пассажир гражданин рф скончался на месте дтп второй пассажир 1983 г р госпитализирован в хирургическое отделение црб айтекебийского района по факту дтп начато досудебное расследование по ст 345 ч 3 ук рк департамент полиции рекомендует водителям в целях недопущения дорожно транспортных происшествий соблюдать требования правил дорожного движения и настоятельно рекомендует водителям не садиться за руль в утомленном или болезненном состоянии ақтөбеполициядепартаменті полицияақтөбе ақтөбелікполицейлер департаментполицииактюбинскойобласти полицияактобе полицейскиеактобе актобеполиция қріім мвдрк policeaktobe,0
алматыда құлжын трактінде болған жол апатынан алты адам қаза тауып төртеуі жарақат алды көз жұмғандар арасында төрт бала бар деп хабарлайды kaz nur kz алматы облысының полиция департаментіне сілтеме жасап жол апаты болғаны туралы ақпарат әлеуметтік желіде пайда болды кадрларда көліктің ағашқа соғылып зақымдалғанын көруге болады оқиға 13 қазанда еңбекшіқазақ ауданында болған mercedes benz және subaru legacy көліктері соқтығысқан алматы облыстық полиция департаменті жол апатынан 6 адам қаза тауып тағы 4 адам жарақат алғанын хабарлады белгілі болғандай неміс көлігінің салонында 10 адам болған оның жетеуі бала алдын ала мәлімет бойынша алматы көкпек көктал тас жолының 69 шақырымында mercedes benz көлігінің 28 жастағы жүргізушісі қарсы жолаққа шығып кетіп subaru legacy мен жанамалап соқтығысқан содан кейін рөлге бола алмай жол жиегіндегі ағашқа соғылған mercedes көлігінде болған алты адам оқиға орнында қаза тапты оның төртеуі кәмелеттік жасқа толмаған жалғасы төменде,0
скотокрадов задержали с поличным в зко как сообщили в дп региона 1 ноября с вольного выпаса в поселке бекей теректинского района была похищена лошадь в результате работы полицейских двое подозреваемых мужчин задержали в этот же день на трассе самара шымкент вблизи поселка подстепное теректинского района в момент задержания в их автомобиле марки ваз была обнаружена туша ранее похищенной лощади также стало известно что задержанные лица находились в оперативной разработке управления криминальной полиции с июля текущего года за совершение ряда преступлений в ходе допроса один из задержанных дал признательные показания по 8 ми эпизодам скотокрадства совершенных на территории акжаикского казталовского и теректинского районов а также по одному факту разбойного нападения на офис компании имевшему место 18 марта 2021 года ,0
в шымкенте жертвы финансовой пирамиды гарант 24 ломбард собрались у здания аль фарабийского районного суда с требованием привлечь к ответственности всех сотрудников компании передает корреспондент tengrinews kz вкладчики гарант 24 ломбард требуют привлечь к ответственности не только руководителей но и менеджеров и кассиров пострадавшие собрались возле здания суда где рассматривается дело по словам обманутых шымкентцев они поверили громким обещаниям прибыли до 35 процентов в месяц вкладчики добровольно отнесли в ломбарды от 300 тысяч до 58 миллионов тенге в поиске справедливости у меня начались проблемы со здоровьем теперь хожу с тростью сегодня мы собрались у здания суда потому что ни один менеджер ни один кассир гарант 24 ломбард не был признан подозреваемым и не проходил по делу данное уголовное дело не было до конца расследовано в шымкенте подозреваемыми были признаны только организаторы я вложила восемь миллионов тенге остальные люди больше где теперь наши деньги когда их нам вернут сказала вкладчица саракуль досмаилова шымкентцы решили высказать свое недовольство судьям и потребовали дать разъяснение по громкому процессу недовольство пострадавших выслушал судья аль фарабийского районного суда шымкента сабит туреханов по его словам в шымкенте на скамье подсудимых оказались четверо подозреваемых раскрывать личности и должности обвиняемых судья не стал ссылаясь на тайну следствия мы не можем дать никакой информации по этому делу так как суд еще не завершен дело также проходит в актобе сейчас некоторые из вас жалуются на то что вы не проходите по делу как пострадавшие но в моем списке вас нет у меня в списке только 270 пострадавших их всех мы вызывали значит вы проходите по делу в актобе вас туда вызовут объяснил судья по официальным данным на сегодня больше 11 тысяч граждан числятся пострадавшими от деятельности финансовой пирамиды в шымкенте ,0
студент первокурсник убит в общежитии в шымкенте ночью 22 сентября в дежурную часть уп аль фарабийского района города шымкента от бригады скорой помощи поступило сообщение об обнаружении в общежитии одного из колледжей трупа студента первого курса как показали очевидцы один из студентов ударил парня в грудь а другой в плечо в результате ему внезапно стало плохо студенты вызвали скорую однако прибывшие медицинские работники не успели оказать помощь молодому человеку который скончался до их приезда говорится в сообщении возбуждено уголовное дело по статье 106 умышленное причинение тяжкого вреда здоровью ук рк обстоятельства происшествия выясняются по делу назначена судебно медицинская экспертиза добавили полицейские ,0
под председательством генерального прокурора берика асылова состоялось заседание коллегии по вопросам соблюдения законности в земельной сфере а также при приобретении медицинских изделий об этом рассказали в пресс службе генеральной прокуратуры 9 декабря сообщает zakon kz открывая заседание по первому вопросу берик асылов отметил что в текущем году прокурорами государству возвращены неиспользуемые 1 5 млн га земли совместно с минсельхозом сокращен дефицит общественных пастбищ с 29 до 8 млн га в ско акмолинской и алматинской областях 11 тысячам пайщиков возвращено свыше 500 тысяч га земель проверками выявлены находящиеся в распоряжении олигополий лучшие и плодородные сельхозземли пастбища и коммерческие участки из которых уже изъято в пользу государства 145 тысяч га по итогам проверок возбуждено 56 уголовных дел в отношении должностных лиц управлений земельных отношений и сельского хозяйства акиматов города шымкент акмолинской атырауской алматинской и туркестанской областей а также отдельных землепользователей вко зко ско мангистауской и кызылординской регионов на сегодняшний день осуждено 9 виновных лиц к примеру в ско к 6 годам лишения свободы осужден руководитель предприятия за мошеннические действия с землями свыше 800 пайщиков берик асылов обратил внимание на важность работы уполномоченных органов по управлению пастбищами недопущению концентрации крупных участков в одних руках и усилению контроля за паевыми землями исключив любые серые схемы в том числе посредством спк перед министерством сельского хозяйства поставлена задача по устранению нарушений законности с составлением конкретного плана действий вторым вопросом обсуждены результаты проверки деятельности национального центра экспертизы лекарственных средств и медицинских изделий прокурорской проверкой выявлены факты хищения бюджетных средств и закупа некачественной медтехники по завышенным ценам так медицинским центром в актюбинской области комплекс передвижной неотложной медицинской помощи скорая помощь приобретен по цене в 4 раза превышающей его таможенную стоимость при рыночной цене в 16 6 млн тенге центру он обошелся в 72 9 млн тенге ,0
речь идет о сотрудниках централизованной системы библиотек шымкента бухгалтеры наворовали почти 10 миллионов тенге чтобы отчитаться об освоении выделенных государственных средств это выявили специалисты департамента экономических расследований оказалось что централизованной системе библиотек выделялись миллионные средства но тратить их было некуда а отчеты просили бухгалтеры недолго думая решили оставить деньги себе департаментов экономических расследований окончено досудебное расследование в отношении бухгалтеров государственного учреждения по факту хищения бюджетных средств они подозреваются в том что в период с 2018 года по 2021 год путем внесения недостоверных сведений в расчетно платежные ведомости учреждения похитили 9 791 391 тенге говорит камилхан исмаилов руководитель управления департамента экономических расследований по г шымкенту одна из бухгалтеров присвоила больше 6 5 миллионов вторая больше 3 миллионов тенге но во время следствия ущерб обе возместили и свою вину признали на основании того что у женщин есть малолетние дети и в их действиях отсутствовала коррупции суд приговорил обеих к двух годам ограничения свободы и общественным работам шымкент,0
 шымкентте қауіпсіздік басты назарда биылғы жылы қала тұрғындарының қауіпсіздігі үшін жалпы 1000 бейнебақылау камерасы орнатылды оның 800 і қоғамдық қауіпсіздікті сақтауға арналған болса 200 і сергек жол қауіпсіздігін қамтамасыз ету мақсатында бүгінде қала аумағындағы бейнебақылау камера саны 2020 жылығымен салыстырғанда 3 есеге артып қосымша автоматтындырылған 32 жұмыс орны ашылды нәтижесінде қылмыстық оқиғалардың орын алу көрсеткіші 15 3 ға азайған естеріңізге сала кетейік қала әкімінің жіті бақылауындағы қоғамдық қауіпсіздікті қамтамасыз ету мақсатында шымкентте 2020 жылы 3 153 ал былтыр 3 177 бейнебақылау камерасы орнатылған шымкент қаласы әкімдігінің баспасөз қызметі,0
шымкент автокөлік ішінен ұялы телефон ұрлаған азамат үш жылға сотталды шымкент қаласы еңбекші аудандық сотында шымкент қаласының 24 жастағы тұрғынына қатысты сот үкімі шықты ол шымкент қаласының аумағындағы ірі сауда үйінің алдынан өтіп бара жатып автокөлік ішінде тұрған ұялы телефонды жымқырғаны үшін кінәлі деп танылып үш жылға бас бостандығынан айырылды жәбірленушіге келтірілген жалпы шығын көлемі 120 мың жүз жиырма мың теңгені құрап отыр тергеу барысында азаматтың өзі ұрлаған телефонды қаладағы ломбардтардың біріне апарып 30000 теңгеге өткізген одан түскен ақшаны несиесін жабу үшін жұмсағаны белгілі болды басты сот талқылауында сотталушы өзіне тағылған айыпты толығымен мойындап өкінетінін жеткізген сот сотталушының қылмыстық жауаптылығы мен жазасын жеңілдететін мән жайларын жасаған қылмысының қоғамға қауіптілігінің сипаты мен дәрежесін оның жеке басының деректерін ескере келе қр қк нің 188 бабы 3 бөлігінің 3 тармағы ұрлық бойынша азаматқа бас бостандығынан шектеу түріндегі жазаны қолдану қажет деп тауып 3 жылға үкім кесті сондай ақ тағайындалған бас бостандығын шектеудің барлық мерзіміне пробациялық бақылауда болып жергілікті атқарушы органдар айқындайтын орындарда жыл сайын 100 жүз сағатқа мәжбүрлі еңбекке тартылу міндеттелді шымкент қаласы полиция департаментінің баспасөз қызметі на три года осужден мужчина за кражу телефона из авто в шымкенте 24 летнего жителя города признали виновным в краже мобильного телефона из автомобиля припаркованного возле одного из торговых домов сумма ущерба нанесенного потерпевшему составила 120 тысяч тенге в ходе следствия установлено что телефон злоумышленник сдал в ломбард за 30 тыс тг в суде он полностью признал предъявленное ему обвинение и выразил сожаление судом мужчина приговорен к трем годам ограничения свободы за совершение преступления предусмотренного ст 188 ук рк на весь срок назначенного ограничения свободы он будет находиться на пробационном контроле и ежегодно привлечен к принудительному труду на 100 часов в местах определяемых местными исполнительными органами пресс служба департамента полиции города шымкент,0
